Width,Length,Bedrooms,Bathrooms,District,Province,Price
3.1,10.0,2,2,nam tu liem,ha noi,2500000000
3.1,10.0,4,5,quan 11,tp ho chi minh,11000000000
3.0,10.3,5,4,tay ho,ha noi,4250000000
3.4,9.0,3,4,ba dinh,ha noi,6350000000
3.0,10.3,3,3,tay ho,ha noi,4800000000
3.0,10.3,3,4,tay ho,ha noi,2300000000
3.1,10.0,9,3,hoan kiem,ha noi,23000000000
4.6,6.7,3,4,long bien,ha noi,3300000000
3.1,10.0,2,1,hoan kiem,ha noi,1550000000
3.0,10.3,6,5,tay ho,ha noi,4700000000
3.0,10.3,3,2,tay ho,ha noi,4200000000
3.3,9.4,4,4,hoang mai,ha noi,1600000000
3.0,10.3,3,4,tay ho,ha noi,3760000000
3.0,10.3,2,1,tay ho,ha noi,2050000000
3.0,10.3,3,3,tay ho,ha noi,4900000000
3.1,10.0,4,3,ha dong,ha noi,2550000000
3.1,10.0,3,3,dong da,ha noi,3550000000
3.7,8.4,3,3,hoang mai,ha noi,2550000000
3.0,10.3,3,3,tay ho,ha noi,3650000000
3.0,10.3,3,3,tay ho,ha noi,3900000000
3.0,10.3,4,3,tay ho,ha noi,3550000000
3.6,8.5,3,3,quan 3,tp ho chi minh,5600000000
3.4,9.0,3,4,ha dong,ha noi,3340000000
3.0,10.3,4,4,tay ho,ha noi,4300000000
3.0,10.3,3,3,tay ho,ha noi,3300000000
3.0,10.3,4,3,tay ho,ha noi,4350000000
3.0,10.3,2,2,tay ho,ha noi,2600000000
4.8,6.4,3,4,long bien,ha noi,2800000000
3.1,10.0,4,4,hoang mai,ha noi,2860000000
3.1,10.0,3,3,thanh xuan,ha noi,3160000000
3.5,8.8,4,4,ba dinh,ha noi,3160000000
3.6,8.5,3,4,cau giay,ha noi,3200000000
3.4,9.0,3,4,tay ho,ha noi,2700000000
3.1,10.0,2,2,dong da,ha noi,2800000000
3.0,10.3,3,3,tay ho,ha noi,8100000000
3.0,10.3,3,4,tay ho,ha noi,4600000000
3.1,10.0,3,2,ninh kieu,can tho,2699000000
3.0,10.3,4,3,tay ho,ha noi,4500000000
4.5,6.8,3,3,phu nhuan,tp ho chi minh,3920000000
3.0,10.3,3,3,tay ho,ha noi,2100000000
3.4,9.0,3,2,phu nhuan,tp ho chi minh,4400000000
2.8,11.1,3,3,my tho,tien giang,1200000000
3.0,10.3,2,3,tay ho,ha noi,2400000000
3.0,10.3,3,3,tay ho,ha noi,4400000000
3.1,10.0,4,3,thanh xuan,ha noi,7500000000
3.9,8.0,3,3,ba dinh,ha noi,1500000000
3.4,9.0,3,3,quan 12,tp ho chi minh,1600000000
3.1,10.0,2,2,nha be,tp ho chi minh,1400000000
3.0,10.3,2,2,tay ho,ha noi,2050000000
5.5,5.7,3,4,hoang mai,ha noi,2000000000
3.4,9.0,3,3,hoang mai,ha noi,2850000000
3.2,9.8,3,2,ninh kieu,can tho,1920000000
3.7,8.3,2,1,quan 8,tp ho chi minh,3000000000
3.0,10.3,4,5,tay ho,ha noi,5100000000
3.6,8.5,4,4,tay ho,ha noi,2950000000
3.0,10.3,4,4,tay ho,ha noi,4600000000
3.0,10.3,3,3,tay ho,ha noi,2400000000
3.0,10.3,2,2,tay ho,ha noi,1300000000
3.3,9.3,3,3,nha be,tp ho chi minh,1820000000
3.0,10.3,2,2,tay ho,ha noi,2060000000
3.1,10.0,2,3,tan phu,tp ho chi minh,3800000000
3.0,10.3,3,4,tay ho,ha noi,4400000000
3.0,10.3,6,5,tay ho,ha noi,12000000000
3.0,10.3,3,3,tay ho,ha noi,6000000000
3.0,10.3,5,5,tay ho,ha noi,6600000000
3.0,10.3,3,3,tay ho,ha noi,3250000000
3.0,10.3,4,3,tay ho,ha noi,3200000000
3.1,10.0,4,2,hoang mai,ha noi,1950000000
3.0,10.3,3,2,tay ho,ha noi,2300000000
3.0,10.3,3,4,tay ho,ha noi,2100000000
3.5,8.85,4,4,nam tu liem,ha noi,3100000000
3.1,10.0,3,3,thanh xuan,ha noi,6000000000
3.1,10.0,4,4,dong da,ha noi,3800000000
4.1,7.6,3,4,hoang mai,ha noi,3200000000
3.1,10.0,2,2,binh thanh,tp ho chi minh,4600000000
3.1,10.0,3,3,thanh xuan,ha noi,2600000000
4.3,7.2,3,3,ha dong,ha noi,3000000000
3.1,10.0,3,2,hai ba trung,ha noi,2350000000
3.45,9.0,5,3,quan 10,tp ho chi minh,5800000000
4.0,7.75,4,4,nam tu liem,ha noi,3450000000
3.0,10.3,3,4,tay ho,ha noi,3650000000
3.0,10.3,2,2,tay ho,ha noi,3300000000
3.1,10.0,3,3,quan 1,tp ho chi minh,12000000000
3.0,10.3,4,3,tay ho,ha noi,2350000000
3.0,10.3,2,2,tay ho,ha noi,8000000000
3.0,10.3,3,3,tay ho,ha noi,3000000000
3.6,8.5,4,4,tay ho,ha noi,3800000000
3.4,9.0,3,2,long bien,ha noi,2150000000
3.1,10.0,4,3,hoang mai,ha noi,2450000000
3.0,10.3,3,3,tay ho,ha noi,4200000000
3.0,10.3,3,3,tay ho,ha noi,2200000000
3.3,9.5,3,4,dong da,ha noi,4450000000
3.0,10.3,4,3,tay ho,ha noi,15500000000
3.4,9.2,3,4,bac tu liem,ha noi,2750000000
3.0,10.3,3,4,tay ho,ha noi,3550000000
3.0,10.3,3,2,tay ho,ha noi,3200000000
3.1,10.0,4,3,thanh xuan,ha noi,3600000000
3.4,9.0,3,4,tay ho,ha noi,4900000000
3.83,8.0,3,3,dong da,ha noi,3400000000
3.0,10.3,3,4,tay ho,ha noi,4000000000
3.1,10.0,3,3,bac tu liem,ha noi,2600000000
3.1,10.0,4,3,hoang mai,ha noi,4700000000
3.0,10.3,3,3,tay ho,ha noi,2550000000
3.05,10.0,4,4,ha dong,ha noi,3050000000
3.4,9.0,3,3,quan 12,tp ho chi minh,1750000000
3.4,9.0,4,4,thanh xuan,ha noi,3250000000
3.0,10.3,3,3,tay ho,ha noi,3700000000
3.1,10.0,3,3,dong da,ha noi,3700000000
3.9,8.0,2,2,tan binh,tp ho chi minh,3200000000
4.0,7.65,1,1,hoan kiem,ha noi,1850000000
3.0,10.3,4,4,tay ho,ha noi,4200000000
3.0,10.3,3,4,tay ho,ha noi,3750000000
3.0,10.3,1,3,tay ho,ha noi,10600000000
3.0,10.3,3,3,tay ho,ha noi,3500000000
3.0,10.3,2,2,tay ho,ha noi,5000000000
3.1,10.0,3,4,hoang mai,ha noi,2150000000
3.7,8.5,3,3,nam tu liem,ha noi,1950000000
3.6,8.6,3,3,thanh xuan,ha noi,2700000000
3.0,10.3,3,3,tay ho,ha noi,2950000000
3.0,10.3,5,4,tay ho,ha noi,3600000000
3.0,10.3,4,4,tay ho,ha noi,4500000000
3.4,9.0,4,3,quan 12,tp ho chi minh,1750000000
3.0,10.3,3,3,tay ho,ha noi,16000000000
3.1,10.0,2,3,thanh xuan,ha noi,5600000000
5.1,6.0,4,5,hoang mai,ha noi,2450000000
12.0,11.0,1,1,da lat,lam dong,4200000000
8.5,15.5,4,3,bien hoa,dong nai,2650000000
12.0,11.0,4,3,long bien,ha noi,26000000000
6.0,22.0,3,2,dong phu,binh phuoc,855000000
6.0,22.0,10,10,tan binh,tp ho chi minh,26000000000
6.0,22.0,5,6,phu nhuan,tp ho chi minh,16000000000
12.0,11.0,4,3,binh tan,tp ho chi minh,4900000000
12.0,11.0,4,3,long bien,ha noi,12300000000
4.0,33.0,5,5,thu duc,tp ho chi minh,6300000000
6.0,22.0,15,3,vinh yen,vinh phuc,5800000000
12.0,11.0,4,3,long bien,ha noi,5000000000
6.0,22.0,2,1,long dien,ba ria-vung tau,1350000000
5.5,24.0,4,4,tay ho,ha noi,11500000000
6.3,21.0,4,3,bien hoa,dong nai,3800000000
12.0,11.0,5,5,ba dinh,ha noi,58000000000
12.0,11.0,4,3,binh tan,tp ho chi minh,4750000000
6.6,20.0,4,3,long bien,ha noi,3150000000
11.0,12.0,3,3,buon ma thuot,dak lak,2290000000
12.0,11.0,4,3,binh tan,tp ho chi minh,2300000000
4.0,33.0,4,4,thu duc,tp ho chi minh,6300000000
6.0,22.0,2,1,bien hoa,dong nai,1600000000
6.0,22.0,4,3,quan 1,tp ho chi minh,75000000000
12.0,11.0,8,6,nam tu liem,ha noi,24500000000
6.0,22.0,4,3,quan 3,tp ho chi minh,50000000000
8.0,16.5,2,2,di an,binh duong,980000000
6.0,22.0,3,1,binh chanh,tp ho chi minh,2600000000
5.5,24.0,4,3,binh thanh,tp ho chi minh,15000000000
12.0,11.0,4,3,binh tan,tp ho chi minh,4700000000
11.0,12.0,5,6,phu nhuan,tp ho chi minh,25500000000
6.6,20.0,4,3,tan binh,tp ho chi minh,14800000000
4.4,30.0,4,4,tan binh,tp ho chi minh,11500000000
5.5,24.0,2,1,buon ma thuot,dak lak,1250000000
4.5,29.3,5,2,vung tau,ba ria-vung tau,6500000000
6.0,22.0,3,3,bien hoa,dong nai,3500000000
5.5,24.0,3,1,binh thanh,tp ho chi minh,14500000000
12.0,11.0,4,3,long bien,ha noi,30000000000
4.7,28.0,23,3,vung tau,ba ria-vung tau,26000000000
6.6,20.0,4,3,dong da,ha noi,41000000000
6.6,20.0,2,2,binh tan,tp ho chi minh,6200000000
6.0,22.0,29,3,sa pa,lao cai,40000000000
3.3,40.0,3,2,hai ba trung,ha noi,5600000000
6.0,22.0,3,3,my tho,tien giang,3500000000
6.0,22.0,4,3,ha dong,ha noi,30900000000
4.0,33.0,4,3,tan binh,tp ho chi minh,24000000000
5.4,24.5,2,2,tay ho,ha noi,8600000000
4.0,33.0,4,3,tan binh,tp ho chi minh,23900000000
6.3,21.0,3,1,bien hoa,dong nai,3500000000
6.0,22.0,3,1,my tho,tien giang,3500000000
4.0,33.0,4,5,thu duc,tp ho chi minh,5350000000
6.0,22.0,6,6,phu nhuan,tp ho chi minh,37000000000
8.5,15.5,3,1,bien hoa,dong nai,2650000000
4.0,33.0,4,2,bien hoa,dong nai,5050000000
6.0,22.0,4,3,tan binh,tp ho chi minh,16800000000
4.0,33.0,3,3,tan binh,tp ho chi minh,24000000000
4.0,33.0,3,3,cu chi,tp ho chi minh,3000000000
6.0,22.0,4,3,son tra,da nang,9750000000
6.4,20.6,25,3,vung tau,ba ria-vung tau,27000000000
6.0,22.0,4,1,long khanh,dong nai,3000000000
4.7,28.0,3,4,thu duc,tp ho chi minh,13000000000
6.0,22.0,4,3,tan binh,tp ho chi minh,11000000000
5.08,26.0,3,4,vung tau,ba ria-vung tau,6500000000
6.3,21.0,3,2,vinh,nghe an,3500000000
8.5,15.5,2,1,bien hoa,dong nai,2650000000
6.6,20.0,4,3,quan 10,tp ho chi minh,25500000000
4.0,33.0,4,5,thu duc,tp ho chi minh,7000000000
12.0,11.0,3,3,binh tan,tp ho chi minh,4900000000
5.5,24.0,4,3,quan 10,tp ho chi minh,36500000000
7.0,18.8,1,1,my tho,tien giang,12000000000
9.4,14.0,4,5,thu duc,tp ho chi minh,5100000000
8.5,19.0,6,6,tan binh,tp ho chi minh,15000000000
6.0,27.0,3,2,buon ma thuot,dak lak,4300000000
9.0,18.0,4,4,vung tau,ba ria-vung tau,14000000000
8.1,20.0,3,4,buon ma thuot,dak lak,6990000000
6.0,27.0,4,4,binh thanh,tp ho chi minh,15500000000
6.0,27.0,3,2,bien hoa,dong nai,4700000000
9.0,18.0,6,6,tan binh,tp ho chi minh,31200000000
6.0,27.0,3,2,bien hoa,dong nai,4800000000
9.0,18.0,1,2,vung tau,ba ria-vung tau,5700000000
8.5,19.0,6,6,ha long,quang ninh,8000000000
8.86,18.3,15,3,vung tau,ba ria-vung tau,16000000000
9.0,18.0,4,5,quan 7,tp ho chi minh,16800000000
9.0,18.0,4,5,phu nhuan,tp ho chi minh,23999000000
9.0,18.0,10,10,hoc mon,tp ho chi minh,1550000000
14.0,11.6,23,3,tay ho,ha noi,19950000000
8.5,19.0,4,4,tan binh,tp ho chi minh,26000000000
9.0,18.0,20,3,da lat,lam dong,40000000000
9.0,18.0,8,8,bien hoa,dong nai,6500000000
6.01,27.0,8,8,quan 1,tp ho chi minh,52000000000
5.4,30.0,3,2,bien hoa,dong nai,2700000000
6.0,27.0,4,4,quan 1,tp ho chi minh,28000000000
9.0,18.0,5,5,ha dong,ha noi,32000000000
6.0,27.0,3,2,bien hoa,dong nai,4780000000
6.0,27.0,3,4,buon ma thuot,dak lak,6700000000
4.5,36.0,4,4,long bien,ha noi,2400000000
3.6,45.0,4,3,dong da,ha noi,2350000000
6.0,27.0,4,4,vung tau,ba ria-vung tau,14000000000
9.0,18.0,5,5,quan 7,tp ho chi minh,14000000000
9.0,18.0,2,2,vung tau,ba ria-vung tau,5700000000
6.0,27.0,12,8,tan binh,tp ho chi minh,23000000000
9.0,18.0,6,4,bien hoa,dong nai,6500000000
12.2,23.0,4,3,tan binh,tp ho chi minh,53500000000
7.8,36.0,4,3,tan binh,tp ho chi minh,44000000000
17.0,36.0,6,4,cu chi,tp ho chi minh,12000000000
17.0,36.0,6,4,vung tau,ba ria-vung tau,43000000000
10.0,23.0,4,5,vung tau,ba ria-vung tau,15000000000
8.5,27.0,4,5,binh thanh,tp ho chi minh,32000000000
10.0,23.0,4,5,vung tau,ba ria-vung tau,15000000000
4.5,51.0,4,5,long bien,ha noi,1900000000
10.0,23.0,4,5,quan 7,tp ho chi minh,31000000000
10.0,23.0,4,3,quan 7,tp ho chi minh,17500000000
10.0,23.0,7,6,bien hoa,dong nai,5400000000
10.0,23.0,4,5,vung tau,ba ria-vung tau,26000000000
10.0,23.0,4,5,bien hoa,dong nai,3800000000
11.5,20.0,4,5,quan 5,tp ho chi minh,55000000000
10.0,23.0,8,7,da lat,lam dong,10800000000
10.0,23.0,2,1,chau thanh,tien giang,998000000
10.0,23.0,5,5,thanh xuan,ha noi,24000000000
8.5,27.0,5,5,quan 12,tp ho chi minh,16500000000
10.95,21.0,15,5,vung tau,ba ria-vung tau,15000000000
10.0,23.0,3,2,da lat,lam dong,10000000000
10.0,23.0,8,5,bien hoa,dong nai,2750000000
75.0,13.0,4,3,go vap,tp ho chi minh,4100000000
65.0,15.0,4,3,tan binh,tp ho chi minh,4800000000
65.0,15.0,4,3,tan binh,tp ho chi minh,6550000000
4.0,14.5,4,4,thu duc,tp ho chi minh,7000000000
4.0,14.5,3,4,quan 3,tp ho chi minh,8900000000
5.6,10.3,3,3,tay ho,ha noi,3650000000
3.6,16.0,4,3,ha dong,ha noi,4000000000
4.0,14.5,4,4,thu duc,tp ho chi minh,3700000000
4.0,14.5,3,3,thu duc,tp ho chi minh,5200000000
4.0,14.5,4,3,thu duc,tp ho chi minh,5500000000
4.0,14.5,3,3,thu duc,tp ho chi minh,3700000000
5.0,11.6,2,2,quan 8,tp ho chi minh,1245000000
5.0,11.5,4,4,phu nhuan,tp ho chi minh,6200000000
4.0,14.5,4,3,le chan,hai phong,3350000000
4.0,14.5,5,3,thanh tri,ha noi,4100000000
6.0,9.7,5,3,tan binh,tp ho chi minh,8600000000
4.8,12.0,3,2,quan 12,tp ho chi minh,3100000000
5.8,10.0,6,3,cau giay,ha noi,4300000000
4.0,14.5,4,3,thu duc,tp ho chi minh,7000000000
4.0,14.5,2,2,quan 12,tp ho chi minh,5600000000
2.74,21.0,3,2,binh thanh,tp ho chi minh,3900000000
4.8,12.0,3,2,tan binh,tp ho chi minh,5400000000
4.0,14.5,3,2,le chan,hai phong,2150000000
4.0,14.5,3,3,vung tau,ba ria-vung tau,8500000000
4.0,14.5,4,3,thu duc,tp ho chi minh,4600000000
4.0,14.5,6,6,cau giay,ha noi,6700000000
3.4,17.0,4,5,quan 10,tp ho chi minh,12900000000
5.3,11.0,4,4,long bien,ha noi,7200000000
4.0,14.5,2,2,tan binh,tp ho chi minh,4500000000
4.0,14.5,3,2,thu duc,tp ho chi minh,3450000000
4.8,12.0,3,3,quan 11,tp ho chi minh,8400000000
4.0,14.5,3,2,thu duc,tp ho chi minh,2450000000
5.0,11.5,4,5,thu duc,tp ho chi minh,5200000000
4.0,14.5,3,3,thu duc,tp ho chi minh,4300000000
3.5,16.6,3,3,thanh tri,ha noi,1600000000
5.0,11.6,3,2,go vap,tp ho chi minh,1950000000
3.6,16.0,6,5,ha dong,ha noi,8500000000
4.0,14.5,3,1,tan phu,tp ho chi minh,4200000000
4.0,14.5,3,3,thu duc,tp ho chi minh,3500000000
4.0,14.5,3,3,tan binh,tp ho chi minh,8400000000
4.0,14.5,2,1,binh thanh,tp ho chi minh,950000000
5.8,10.0,3,5,bac tu liem,ha noi,23000000000
5.8,10.0,6,4,cau giay,ha noi,7400000000
5.26,11.0,4,3,long bien,ha noi,7600000000
8.0,7.2,4,4,tan binh,tp ho chi minh,13500000000
5.0,11.5,2,1,tan binh,tp ho chi minh,6000000000
4.5,12.8,5,5,hong bang,hai phong,7500000000
4.0,14.5,2,3,cau giay,ha noi,8500000000
4.0,14.5,2,2,quan 10,tp ho chi minh,1170000000
12.0,4.8,3,2,ba dinh,ha noi,5300000000
4.0,14.5,2,2,hoc mon,tp ho chi minh,1550000000
4.3,13.4,3,3,phu nhuan,tp ho chi minh,4420000000
3.4,17.0,3,4,go vap,tp ho chi minh,5200000000
4.3,13.5,2,1,bien hoa,dong nai,2150000000
4.0,14.5,4,3,quan 11,tp ho chi minh,4800000000
4.0,14.5,3,2,quan 1,tp ho chi minh,1700000000
3.8,15.2,2,2,hoc mon,tp ho chi minh,920000000
3.6,16.0,5,5,quan 3,tp ho chi minh,21000000000
5.3,11.0,3,3,gia lam,ha noi,2900000000
4.8,12.0,4,3,ha dong,ha noi,7000000000
5.0,11.5,4,4,phu nhuan,tp ho chi minh,6500000000
4.0,14.5,3,3,vung tau,ba ria-vung tau,5800000000
4.0,14.5,5,5,thu duc,tp ho chi minh,6900000000
5.8,10.0,6,4,cau giay,ha noi,7200000000
4.0,14.5,3,3,thu duc,tp ho chi minh,3200000000
4.0,14.5,3,3,le chan,hai phong,1680000000
3.2,18.0,3,3,hoang mai,ha noi,4300000000
4.0,14.5,3,3,thu duc,tp ho chi minh,5200000000
4.0,14.5,4,5,quan 1,tp ho chi minh,9800000000
5.0,11.6,6,7,nam tu liem,ha noi,7000000000
5.8,10.0,10,3,thanh xuan,ha noi,19900000000
4.0,14.5,4,5,go vap,tp ho chi minh,5700000000
3.84,15.0,1,1,quan 8,tp ho chi minh,5100000000
5.0,11.5,3,3,vung tau,ba ria-vung tau,2200000000
7.2,8.0,4,4,hai ba trung,ha noi,13300000000
4.0,14.5,6,6,thanh xuan,ha noi,7200000000
3.85,15.0,5,4,tan phu,tp ho chi minh,3500000000
3.4,17.0,2,1,nha be,tp ho chi minh,2950000000
4.8,12.0,4,4,tay ho,ha noi,6000000000
4.0,14.5,2,2,quan 3,tp ho chi minh,1210000000
4.8,12.0,5,5,nam tu liem,ha noi,9000000000
4.0,14.5,7,7,nam tu liem,ha noi,4500000000
4.0,14.5,3,3,tan binh,tp ho chi minh,1120000000
3.8,15.2,8,9,tan binh,tp ho chi minh,14600000000
4.0,14.5,1,1,thu duc,tp ho chi minh,4400000000
4.0,14.5,4,4,thanh xuan,ha noi,5100000000
4.0,14.5,4,3,le chan,hai phong,2500000000
5.6,10.4,2,3,thanh tri,ha noi,2650000000
11.5,5.0,4,4,ba dinh,ha noi,5400000000
4.8,12.0,5,4,quan 11,tp ho chi minh,8750000000
5.8,10.0,8,3,ba dinh,ha noi,11000000000
5.8,10.0,3,3,dong da,ha noi,4950000000
4.0,14.5,6,8,phu nhuan,tp ho chi minh,8800000000
4.0,14.5,2,2,nha be,tp ho chi minh,3280000000
4.0,14.5,3,3,binh chanh,tp ho chi minh,1300000000
5.8,10.0,3,3,tan binh,tp ho chi minh,6500000000
4.0,14.5,2,3,quan 7,tp ho chi minh,1250000000
3.2,18.0,3,3,quan 10,tp ho chi minh,18800000000
5.0,11.5,6,4,cau giay,ha noi,10100000000
4.0,14.5,10,5,quan 8,tp ho chi minh,13000000000
4.0,14.5,3,5,thu duc,tp ho chi minh,5500000000
4.8,12.0,3,3,phu nhuan,tp ho chi minh,7300000000
4.0,14.5,2,2,thu duc,tp ho chi minh,3200000000
4.0,14.5,4,3,le chan,hai phong,1750000000
4.8,12.0,3,3,quan 10,tp ho chi minh,4200000000
3.23,18.0,2,2,quan 8,tp ho chi minh,4500000000
4.0,14.5,2,2,thu duc,tp ho chi minh,1300000000
5.0,11.6,2,3,binh thanh,tp ho chi minh,4900000000
4.8,12.0,4,4,ba dinh,ha noi,14500000000
5.8,10.0,5,5,ba dinh,ha noi,15000000000
4.0,14.5,1,1,quan 7,tp ho chi minh,980000000
4.0,14.5,4,3,thu duc,tp ho chi minh,6000000000
5.0,11.5,3,2,thu duc,tp ho chi minh,960000000
4.8,12.0,3,3,phu nhuan,tp ho chi minh,7200000000
4.0,14.5,4,5,thu duc,tp ho chi minh,7900000000
4.0,14.5,2,2,go vap,tp ho chi minh,3600000000
4.0,14.5,3,4,thu duc,tp ho chi minh,5500000000
3.2,18.0,3,2,ninh kieu,can tho,2300000000
4.0,14.5,2,2,binh thanh,tp ho chi minh,3600000000
5.1,11.4,4,6,dong da,ha noi,16500000000
5.3,11.0,4,4,quan 10,tp ho chi minh,8800000000
3.4,17.0,1,1,ba dinh,ha noi,5100000000
5.8,10.0,3,4,ba dinh,ha noi,4100000000
4.0,14.5,2,1,thu duc,tp ho chi minh,4350000000
8.0,7.25,2,2,hai chau,da nang,1800000000
4.0,14.5,2,2,thu duc,tp ho chi minh,2550000000
5.0,11.6,3,2,quan 8,tp ho chi minh,1380000000
5.0,11.5,3,4,bac tu liem,ha noi,4750000000
4.0,14.5,6,3,thu duc,tp ho chi minh,3600000000
4.0,14.5,3,2,thu duc,tp ho chi minh,3500000000
4.8,12.0,2,2,tay ho,ha noi,3750000000
4.0,14.5,2,2,thu duc,tp ho chi minh,1620000000
4.0,14.5,2,2,thu duc,tp ho chi minh,1850000000
3.5,16.5,2,3,quan 5,tp ho chi minh,7900000000
4.0,14.5,3,3,thu duc,tp ho chi minh,4350000000
5.0,11.6,3,3,quan 7,tp ho chi minh,5220000000
4.0,14.5,5,4,ba dinh,ha noi,9600000000
5.6,10.3,3,3,tay ho,ha noi,13000000000
5.26,11.0,3,3,long bien,ha noi,4350000000
5.0,11.5,5,3,phu nhuan,tp ho chi minh,9800000000
5.3,11.0,5,5,long bien,ha noi,5650000000
5.8,10.0,6,3,thanh xuan,ha noi,5050000000
5.6,10.3,3,4,tay ho,ha noi,3600000000
4.0,14.5,3,3,thu duc,tp ho chi minh,6000000000
3.6,16.0,3,4,quan 10,tp ho chi minh,10000000000
4.0,14.5,2,1,quan 12,tp ho chi minh,1650000000
3.6,16.0,2,2,go vap,tp ho chi minh,4150000000
4.0,14.5,3,3,tan binh,tp ho chi minh,7100000000
4.0,14.5,3,3,tan phu,tp ho chi minh,5950000000
4.0,14.5,4,5,tan phu,tp ho chi minh,7500000000
4.5,12.88,8,8,ba dinh,ha noi,12100000000
4.0,14.5,6,4,thanh xuan,ha noi,6890000000
5.5,10.5,3,3,hai chau,da nang,3900000000
4.0,14.5,3,2,go vap,tp ho chi minh,5200000000
5.0,11.6,3,2,binh thanh,tp ho chi minh,1900000000
4.2,13.8,4,4,thanh xuan,ha noi,8800000000
3.6,16.0,3,3,quan 10,tp ho chi minh,15000000000
3.6,16.0,6,5,tay ho,ha noi,4200000000
5.0,11.5,2,3,quan 7,tp ho chi minh,4700000000
3.4,17.0,3,3,quan 10,tp ho chi minh,14500000000
6.5,8.9,4,3,long bien,ha noi,6500000000
4.8,12.0,3,3,phu nhuan,tp ho chi minh,7200000000
4.0,14.5,2,2,quan 10,tp ho chi minh,1780000000
5.3,11.0,3,3,long bien,ha noi,5300000000
3.5,16.5,6,6,tan binh,tp ho chi minh,8400000000
5.8,10.0,2,2,go vap,tp ho chi minh,1630000000
5.6,10.3,1,1,tay ho,ha noi,6300000000
3.6,16.0,3,3,binh thanh,tp ho chi minh,3350000000
4.0,14.5,3,2,vung tau,ba ria-vung tau,2650000000
4.0,14.5,2,2,tan binh,tp ho chi minh,1150000000
4.15,14.0,4,4,hoang mai,ha noi,5250000000
5.5,10.5,3,3,bac tu liem,ha noi,4100000000
4.8,12.0,3,3,tay ho,ha noi,4500000000
5.0,11.5,3,3,go vap,tp ho chi minh,3400000000
4.0,14.5,4,3,tan phu,tp ho chi minh,2500000000
5.8,10.0,3,3,nam tu liem,ha noi,2450000000
4.8,12.0,3,3,tan binh,tp ho chi minh,5400000000
5.8,10.0,6,5,thanh xuan,ha noi,3150000000
4.0,14.5,4,5,quan 11,tp ho chi minh,14500000000
4.0,14.5,4,5,thu duc,tp ho chi minh,6300000000
5.8,10.0,3,3,quan 10,tp ho chi minh,5300000000
4.0,14.5,5,4,quan 10,tp ho chi minh,9500000000
3.6,16.0,3,3,thu duc,tp ho chi minh,2120000000
5.4,10.7,2,2,binh thanh,tp ho chi minh,5650000000
4.0,14.5,3,3,thu duc,tp ho chi minh,3800000000
5.3,11.0,4,3,long bien,ha noi,4950000000
4.0,14.5,3,2,quan 3,tp ho chi minh,1380000000
4.15,14.0,3,2,hai chau,da nang,8900000000
3.7,15.65,6,3,phu nhuan,tp ho chi minh,1850000000
5.3,11.0,6,3,long bien,ha noi,7000000000
5.8,10.0,3,3,ba dinh,ha noi,3800000000
3.6,16.0,3,3,quan 12,tp ho chi minh,1450000000
4.8,12.0,4,2,tan binh,tp ho chi minh,5400000000
4.0,14.5,5,3,binh thanh,tp ho chi minh,6900000000
4.0,14.5,4,3,quan 11,tp ho chi minh,6800000000
3.6,16.0,6,5,tay ho,ha noi,4300000000
4.0,14.5,2,2,thu duc,tp ho chi minh,3000000000
4.0,14.5,4,4,phu nhuan,tp ho chi minh,6600000000
4.8,12.0,5,4,long bien,ha noi,3200000000
4.0,14.5,4,4,thanh xuan,ha noi,6900000000
4.0,14.5,1,3,binh thanh,tp ho chi minh,1800000000
5.3,11.0,4,4,long bien,ha noi,2500000000
3.4,17.0,2,2,hoan kiem,ha noi,7000000000
4.0,14.5,5,5,thanh tri,ha noi,4100000000
5.0,11.5,2,2,thu duc,tp ho chi minh,4600000000
4.0,14.5,4,5,thu duc,tp ho chi minh,5300000000
4.0,14.5,3,3,thu duc,tp ho chi minh,2350000000
6.0,9.6,6,6,nam tu liem,ha noi,5100000000
4.0,14.5,4,2,thu duc,tp ho chi minh,4200000000
4.0,14.5,2,3,thu duc,tp ho chi minh,1550000000
5.8,10.0,4,3,ba dinh,ha noi,9200000000
5.83,10.0,5,4,cau giay,ha noi,14600000000
4.0,14.5,2,2,quan 12,tp ho chi minh,4400000000
4.0,14.5,2,2,thu duc,tp ho chi minh,2500000000
4.0,14.4,2,2,binh thanh,tp ho chi minh,1580000000
4.0,14.5,3,3,quan 12,tp ho chi minh,4200000000
5.8,10.0,3,3,hoang mai,ha noi,2850000000
4.0,14.5,4,4,ngu hanh son,da nang,10700000000
3.6,16.0,4,3,nha trang,khanh hoa,2600000000
3.5,16.5,2,1,thu duc,tp ho chi minh,3550000000
5.8,10.0,3,3,hai ba trung,ha noi,8500000000
3.4,17.0,3,3,ba dinh,ha noi,6200000000
4.0,14.5,4,5,thu duc,tp ho chi minh,6000000000
3.6,16.0,9,7,quan 3,tp ho chi minh,6890000000
4.0,14.5,2,3,thu duc,tp ho chi minh,1800000000
4.0,14.5,3,2,thu duc,tp ho chi minh,4900000000
4.0,14.5,3,4,quan 3,tp ho chi minh,9200000000
4.0,14.5,3,3,binh tan,tp ho chi minh,4600000000
5.0,11.5,2,2,quan 12,tp ho chi minh,2200000000
3.2,18.0,3,3,quan 10,tp ho chi minh,9600000000
4.0,14.5,5,3,phu nhuan,tp ho chi minh,6550000000
